id,act,cost
RCB|NELNE|F|FZ|FZ46|FZ46B,4,1
RCB|NELNE|F|FZ|FZ47,,
RCB|NELNE|F|FZ|FZ47|FZ47A,3,3
RCB|NELNE|F|FZ|FZ47|FZ47C,7,5
RCB|NELNE|F|FZ|FZ49,,
RCB|NELNE|F|FZ|FZ49|FZ49A,1,1
RCB|NELNE|F|FZ|FZ74,,
RCB|NELNE|F|FZ|FZ74|FZ74B,1,6
RCB|NELNE|G,,
RCB|NELNE|G|GB,,
RCB|NELNE|G|GB|GB03,,
RCB|NELNE|G|GB|GB03|GB03A,1,4
RCB|NELNE|G|GC,,
RCB|NELNE|G|GC|GC12,,
RCB|NELNE|G|GC|GC12|GC12A,3,1
RCB|NELNE|G|GC|GC15,,
RCB|NELNE|G|GC|GC15|GC15A,1,6
RCB|NELNE|G|GC|GC16,,
RCB|NELNE|G|GC|GC16|GC16A,1,1
RCB|NELNE|G|GC|GC16|GC16C,1,1
RCB|NELNE|H,,
RCB|NELNE|H|HA,,
RCB|NELNE|H|HA|HA13,,
RCB|NELNE|H|HA|HA13|HA13A,1,6
RCB|NELNE|H|HA|HA32,,
RCB|NELNE|H|HA|HA32|HA32Z,1,3
RCB|NELNE|H|HA|HA61,,
RCB|NELNE|H|HA|HA61|HA61C,2,4
RCB|NELNE|H|HA|HA71,,
RCB|NELNE|H|HA|HA71|HA71C,1,3
RCB|NELNE|H|HA|HA81,,
RCB|NELNE|H|HA|HA81|HA81A,2,1
RCB|NELNE|H|HA|HA81|HA81B,2,1
RCB|NELNE|H|HA|HA81|HA81C,6,1
RCB|NELNE|H|HA|HA91,,
RCB|NELNE|H|HA|HA91|HA91Z,47,1
RCB|NELNE|H|HA|HA92,,
RCB|NELNE|H|HA|HA92|HA92Z,6,1
RCB|NELNE|H|HA|HA93,,
RCB|NELNE|H|HA|HA93|HA93Z,7,1
RCB|NELNE|H|HA|HA94,,
RCB|NELNE|H|HA|HA94|HA94Z,8,1
RCB|NELNE|H|HA|HA97,,
RCB|NELNE|H|HA|HA97|HA97Z,1,1
RCB|NELNE|H|HB,,
RCB|NELNE|H|HB|HB11,,
RCB|NELNE|H|HB|HB11|HB11A,1,9
RCB|NELNE|H|HB|HB23,,
RCB|NELNE|H|HB|HB23|HB23C,1,2
RCB|NELNE|H|HB|HB35,,
RCB|NELNE|H|HB|HB35|HB35B,1,1
RCB|NELNE|H|HB|HB71,,
RCB|NELNE|H|HB|HB71|HB71C,2,10
RCB|NELNE|H|HB|HB91,,
RCB|NELNE|H|HB|HB91|HB91Z,7,1
RCB|NELNE|H|HC,,
RCB|NELNE|H|HC|HC12,,
RCB|NELNE|H|HC|HC12|HC12Z,3,2
RCB|NELNE|H|HC|HC20,,
RCB|NELNE|H|HC|HC20|HC20B,2,1
RCB|NELNE|H|HC|HC20|HC20C,2,1
RCB|NELNE|H|HC|HC26,,
RCB|NELNE|H|HC|HC26|HC26C,1,1
RCB|NELNE|H|HC|HC27,,
RCB|NELNE|H|HC|HC27|HC27B,2,1
RCB|NELNE|H|HC|HC27|HC27C,2,1
RCB|NELNE|H|HC|HC28,,
RCB|NELNE|H|HC|HC28|HC28B,1,1
RCB|NELNE|H|HC|HC28|HC28C,1,3
RCB|NELNE|H|HC|HC32,,
RCB|NELNE|H|HC|HC32|HC32C,1,1
RCB|NELNE|H|HD,,
RCB|NELNE|H|HD|HD21,,
RCB|NELNE|H|HD|HD21|HD21B,1,1
RCB|NELNE|H|HD|HD21|HD21C,1,1
RCB|NELNE|H|HD|HD23,,
RCB|NELNE|H|HD|HD23|HD23A,2,1
RCB|NELNE|H|HD|HD23|HD23B,1,1
RCB|NELNE|H|HD|HD24,,
RCB|NELNE|H|HD|HD24|HD24A,9,4
RCB|NELNE|H|HD|HD24|HD24B,8,1
RCB|NELNE|H|HD|HD24|HD24C,1,1
RCB|NELNE|H|HD|HD26,,
RCB|NELNE|H|HD|HD26|HD26A,9,3
RCB|NELNE|H|HD|HD26|HD26B,2,1
RCB|NELNE|H|HD|HD39,,
RCB|NELNE|H|HD|HD39|HD39A,3,1
RCB|NELNE|H|HD|HD39|HD39B,1,1
RCB|NELNE|H|HD|HD40,,
RCB|NELNE|H|HD|HD40|HD40A,2,1
RCB|NELNE|H|HD|HD40|HD40B,4,5
RCB|NELNE|J,,
RCB|NELNE|J|JC,,
RCB|NELNE|J|JC|JC03,,
RCB|NELNE|J|JC|JC03|JC03A,1,6
RCB|NELNE|J|JC|JC06,,
RCB|NELNE|J|JC|JC06|JC06C,1,1
RCB|NELNE|J|JC|JC07,,
RCB|NELNE|J|JC|JC07|JC07Z,1,1
RCB|NELNE|J|JC|JC11,,
RCB|NELNE|J|JC|JC11|JC11Z,1,1
RCB|NELNE|J|JC|JC14,,
RCB|NELNE|J|JC|JC14|JC14Z,1,1
RCB|NELNE|J|JD,,
RCB|NELNE|J|JD|JD01,,
RCB|NELNE|J|JD|JD01|JD01A,5,1
RCB|NELNE|J|JD|JD03,,
RCB|NELNE|J|JD|JD03|JD03A,6,6
RCB|NELNE|J|JD|JD04,,
RCB|NELNE|J|JD|JD04|JD04A,2,1
RCB|NELNE|J|JD|JD05,,
RCB|NELNE|J|JD|JD05|JD05B,1,1
RCB|NELNE|J|JD|JD06,,
RCB|NELNE|J|JD|JD06|JD06A,1,1
RCB|NELNE|K,,
RCB|NELNE|K|KA,,
RCB|NELNE|K|KA|KA05,,
RCB|NELNE|K|KA|KA05|KA05A,1,1
RCB|NELNE|K|KA|KA08,,
RCB|NELNE|K|KA|KA08|KA08Z,1,1
RCB|NELNE|K|KB,,
RCB|NELNE|K|KB|KB01,,
RCB|NELNE|K|KB|KB01|KB01A,1,1
RCB|NELNE|K|KC,,
RCB|NELNE|K|KC|KC05,,
RCB|NELNE|K|KC|KC05|KC05A,2,5
RCB|NELNE|K|KC|KC05|KC05B,2,2
RCB|NELNE|L,,
RCB|NELNE|L|LA,,
RCB|NELNE|L|LA|LA04,,
RCB|NELNE|L|LA|LA04|LA04D,12,17
RCB|NELNE|L|LA|LA04|LA04E,1,1
RCB|NELNE|L|LA|LA04|LA04F,1,1
RCB|NELNE|L|LA|LA07,,
RCB|NELNE|L|LA|LA07|LA07E,1,1
RCB|NELNE|L|LA|LA07|LA07G,1,1
RCB|NELNE|L|LA|LA08,,
RCB|NELNE|L|LA|LA08|LA08A,4,4
RCB|NELNE|L|LB,,
RCB|NELNE|L|LB|LB06,,
RCB|NELNE|L|LB|LB06|LB06D,3,1
RCB|NELNE|L|LB|LB06|LB06E,1,1
RCB|NELNE|L|LB|LB10,,
RCB|NELNE|L|LB|LB10|LB10A,1,4
RCB|NELNE|L|LB|LB15,,
RCB|NELNE|L|LB|LB15|LB15E,5,3
RCB|NELNE|L|LB|LB16,,
RCB|NELNE|L|LB|LB16|LB16B,2,1
RCB|NELNE|L|LB|LB18,,
RCB|NELNE|L|LB|LB18|LB18Z,1,1
RCB|NELNE|L|LB|LB19,,
RCB|NELNE|L|LB|LB19|LB19A,1,1
RCB|NELNE|L|LB|LB20,,
RCB|NELNE|L|LB|LB20|LB20A,1,2
RCB|NELNE|L|LB|LB38,,
RCB|NELNE|L|LB|LB38|LB38A,1,1
RCB|NELNE|M,,
RCB|NELNE|M|MA,,
RCB|NELNE|M|MA|MA07,,
RCB|NELNE|M|MA|MA07|MA07D,2,9
RCB|NELNE|M|MA|MA08,,
RCB|NELNE|M|MA|MA08|MA08Z,1,2
RCB|NELNE|M|MA|MA17,,
RCB|NELNE|M|MA|MA17|MA17C,1,1
RCB|NELNE|M|MA|MA18,,
RCB|NELNE|M|MA|MA18|MA18C,3,2
RCB|NELNE|M|MA|MA18|MA18D,6,6
RCB|NELNE|M|MA|MA19,,
RCB|NELNE|M|MA|MA19|MA19A,1,1
RCB|NELNE|M|MA|MA20,,
RCB|NELNE|M|MA|MA20|MA20Z,3,4
RCB|NELNE|M|MA|MA23,,
RCB|NELNE|M|MA|MA23|MA23Z,1,1
RCB|NELNE|M|MB,,
RCB|NELNE|M|MB|MB03,,
RCB|NELNE|M|MB|MB03|MB03B,2,1
RCB|NELNE|M|MB|MB04,,
RCB|NELNE|M|MB|MB04|MB04B,1,1
RCB|NELNE|M|MB|MB08,,
RCB|NELNE|M|MB|MB08|MB08Z,19,10
RCB|NELNE|N,,
RCB|NELNE|N|NZ,,
RCB|NELNE|N|NZ|NZ11,,
RCB|NELNE|N|NZ|NZ11|NZ11A,78,193
RCB|NELNE|N|NZ|NZ11|NZ11B,861,1451
RCB|NELNE|N|NZ|NZ11|NZ11C,6,17
RCB|NELNE|N|NZ|NZ11|NZ11D,43,72
RCB|NELNE|N|NZ|NZ11|NZ11E,130,320
RCB|NELNE|N|NZ|NZ11|NZ11F,540,919
RCB|NELNE|N|NZ|NZ11|NZ11G,84,207
RCB|NELNE|N|NZ|NZ12,,
RCB|NELNE|N|NZ|NZ12|NZ12A,13,32
RCB|NELNE|N|NZ|NZ12|NZ12B,50,86
RCB|NELNE|N|NZ|NZ12|NZ12C,13,32
RCB|NELNE|N|NZ|NZ12|NZ12D,48,81
RCB|NELNE|N|NZ|NZ12|NZ12E,75,186
RCB|NELNE|N|NZ|NZ12|NZ12F,204,348
RCB|NELNE|N|NZ|NZ12|NZ12G,49,121
RCB|NELNE|N|NZ|NZ13,,
RCB|NELNE|N|NZ|NZ13|NZ13A,61,165
RCB|NELNE|N|NZ|NZ13|NZ13B,240,428
RCB|NELNE|N|NZ|NZ14,,
RCB|NELNE|N|NZ|NZ14|NZ14A,102,256
RCB|NELNE|N|NZ|NZ14|NZ14B,314,559
RCB|NELNE|N|NZ|NZ15,,
RCB|NELNE|N|NZ|NZ15|NZ15Z,57,226
RCB|NELNE|P,,
RCB|NELNE|P|PA,,
RCB|NELNE|P|PA|PA01,,
RCB|NELNE|P|PA|PA01|PA01B,3,2
RCB|NELNE|P|PA|PA14,,
RCB|NELNE|P|PA|PA14|PA14C,1,2
RCB|NELNE|P|PA|PA22,,
RCB|NELNE|P|PA|PA22|PA22Z,1,1
RCB|NELNE|P|PA|PA23,,
RCB|NELNE|P|PA|PA23|PA23A,1,3
RCB|NELNE|P|PA|PA23|PA23B,4,5
RCB|NELNE|P|PA|PA25,,
RCB|NELNE|P|PA|PA25|PA25B,1,1
RCB|NELNE|P|PA|PA28,,
RCB|NELNE|P|PA|PA28|PA28A,1,1
RCB|NELNE|P|PA|PA30,,
RCB|NELNE|P|PA|PA30|PA30B,2,2
RCB|NELNE|P|PA|PA32,,
RCB|NELNE|P|PA|PA32|PA32B,1,1
RCB|NELNE|P|PA|PA34,,
RCB|NELNE|P|PA|PA34|PA34B,1,1
RCB|NELNE|P|PA|PA35,,
RCB|NELNE|P|PA|PA35|PA35B,2,1
RCB|NELNE|P|PA|PA36,,
RCB|NELNE|P|PA|PA36|PA36Z,1,1
RCB|NELNE|P|PA|PA54,,
RCB|NELNE|P|PA|PA54|PA54Z,2,1
RCB|NELNE|P|PA|PA57,,
RCB|NELNE|P|PA|PA57|PA57Z,9,8
RCB|NELNE|P|PA|PA58,,
RCB|NELNE|P|PA|PA58|PA58Z,2,1
RCB|NELNE|P|PA|PA59,,
RCB|NELNE|P|PA|PA59|PA59C,3,8
RCB|NELNE|P|PA|PA59|PA59D,1,1
RCB|NELNE|P|PA|PA60,,
RCB|NELNE|P|PA|PA60|PA60C,2,3
RCB|NELNE|P|PA|PA60|PA60D,20,11
RCB|NELNE|P|PA|PA64,,
RCB|NELNE|P|PA|PA64|PA64C,1,1
RCB|NELNE|P|PA|PA65,,
RCB|NELNE|P|PA|PA65|PA65C,2,1
RCB|NELNE|P|PA|PA70,,
RCB|NELNE|P|PA|PA70|PA70Z,1,1
RCB|NELNE|P|PB,,
RCB|NELNE|P|PB|PB01,,
RCB|NELNE|P|PB|PB01|PB01Z,9,11
RCB|NELNE|P|PB|PB02,,
RCB|NELNE|P|PB|PB02|PB02Z,348,275
RCB|NELNE|Q,,
RCB|NELNE|Q|QZ,,
RCB|NELNE|Q|QZ|QZ17,,
RCB|NELNE|Q|QZ|QZ17|QZ17B,5,1
RCB|NELNE|Q|QZ|QZ17|QZ17C,1,2
RCB|NELNE|R,,
RCB|NELNE|R|RC,,
RCB|NELNE|R|RC|RC14,,
RCB|NELNE|R|RC|RC14|RC14Z,3,18
RCB|NELNE|R|RC|RC16,,
RCB|NELNE|R|RC|RC16|RC16Z,1,5
RCB|NELNE|S,,
RCB|NELNE|S|SA,,
RCB|NELNE|S|SA|SA04,,
RCB|NELNE|S|SA|SA04|SA04F,1,1
RCB|NELNE|S|SA|SA09,,
RCB|NELNE|S|SA|SA09|SA09D,3,2
RCB|NELNE|S|SA|SA09|SA09F,1,1
RCB|NELNE|S|SA|SA13,,
RCB|NELNE|S|SA|SA13|SA13A,121,77
RCB|NELNE|S|SA|SA13|SA13B,4,2
RCB|NELNE|S|SA|SA30,,
RCB|NELNE|S|SA|SA30|SA30Z,2,4
RCB|NELNE|S|SA|SA31,,
RCB|NELNE|S|SA|SA31|SA31Z,4,1
RCB|NELNE|V,,
RCB|NELNE|V|VA,,
RCB|NELNE|V|VA|VA10,,
RCB|NELNE|V|VA|VA10|VA10A,2,1
RCB|NELNE|V|VA|VA10|VA10B,4,2
RCB|NELNE|V|VA|VA10|VA10C,4,1
RCB|NELNE|V|VA|VA10|VA10D,3,6
RCB|NELNE|V|VA|VA12,,
RCB|NELNE|V|VA|VA12|VA12C,1,7
RCB|NELNE|W,,
RCB|NELNE|W|WA,,
RCB|NELNE|W|WA|WA03,,
RCB|NELNE|W|WA|WA03|WA03V,5,14
RCB|NELNE|W|WA|WA03|WA03X,2,4
RCB|NELNE|W|WA|WA06,,
RCB|NELNE|W|WA|WA06|WA06Y,1,1
RCB|NELNE|W|WA|WA09,,
RCB|NELNE|W|WA|WA09|WA09Y,1,2
RCB|NELNE|W|WA|WA11,,
RCB|NELNE|W|WA|WA11|WA11X,1,1
RCB|NELNE|W|WA|WA12,,
RCB|NELNE|W|WA|WA12|WA12V,4,4
RCB|NELNE|W|WA|WA12|WA12X,5,2
RCB|NELNE|W|WA|WA17,,
RCB|NELNE|W|WA|WA17|WA17V,2,1
RCB|NELNE|W|WA|WA18,,
RCB|NELNE|W|WA|WA18|WA18V,4,3
RCB|NELNE|W|WA|WA18|WA18X,1,1
RCB|NELNE|W|WA|WA20,,
RCB|NELNE|W|WA|WA20|WA20W,1,1
RCB|NELNE|W|WA|WA20|WA20Y,2,1
RCB|NELNE|W|WA|WA22,,
RCB|NELNE|W|WA|WA22|WA22V,16,1
RCB|NELNE|W|WA|WA22|WA22X,12,5
RCB|NELNE|W|WA|WA22|WA22Y,2,1
RCB|NELNE|W|WA|WA23,,
RCB|NELNE|W|WA|WA23|WA23V,1,1
RCB|RADAY,,
RCB|RADAY|F,,
RCB|RADAY|F|FZ,,
RCB|RADAY|F|FZ|FZ51,,
RCB|RADAY|F|FZ|FZ51|FZ51Z,3,1
RCB|RADAY|F|FZ|FZ52,,
RCB|RADAY|F|FZ|FZ52|FZ52Z,3,1
RCB|RADAY|F|FZ|FZ53,,
RCB|RADAY|F|FZ|FZ53|FZ53Z,5,2
RCB|RADAY|F|FZ|FZ54,,
RCB|RADAY|F|FZ|FZ54|FZ54Z,4,1
RCB|RADAY|F|FZ|FZ55,,
RCB|RADAY|F|FZ|FZ55|FZ55Z,3,1
RCB|RADAY|F|FZ|FZ60,,
RCB|RADAY|F|FZ|FZ60|FZ60Z,2,1
RCB|RADAY|F|FZ|FZ61,,
RCB|RADAY|F|FZ|FZ61|FZ61Z,5,2
