id,act,cost
RCB|EL|D|DZ|DZ19|DZ19B,2,2
RCB|EL|D|DZ|DZ21,,
RCB|EL|D|DZ|DZ21|DZ21E,1,3
RCB|EL|D|DZ|DZ21|DZ21F,1,3
RCB|EL|D|DZ|DZ21|DZ21H,2,4
RCB|EL|D|DZ|DZ21|DZ21J,2,1
RCB|EL|D|DZ|DZ22,,
RCB|EL|D|DZ|DZ22|DZ22A,2,1
RCB|EL|D|DZ|DZ22|DZ22B,1,1
RCB|EL|D|DZ|DZ22|DZ22C,1,1
RCB|EL|D|DZ|DZ26,,
RCB|EL|D|DZ|DZ26|DZ26A,2,2
RCB|EL|D|DZ|DZ28,,
RCB|EL|D|DZ|DZ28|DZ28Z,1,1
RCB|EL|E,,
RCB|EL|E|EA,,
RCB|EL|E|EA|EA03,,
RCB|EL|E|EA|EA03|EA03Z,8,17
RCB|EL|E|EA|EA05,,
RCB|EL|E|EA|EA05|EA05Z,10,31
RCB|EL|E|EA|EA07,,
RCB|EL|E|EA|EA07|EA07Z,18,140
RCB|EL|E|EA|EA20,,
RCB|EL|E|EA|EA20|EA20Z,1,9
RCB|EL|E|EA|EA31,,
RCB|EL|E|EA|EA31|EA31Z,9,23
RCB|EL|E|EA|EA36,,
RCB|EL|E|EA|EA36|EA36A,31,38
RCB|EL|E|EA|EA39,,
RCB|EL|E|EA|EA39|EA39Z,1,2
RCB|EL|E|EA|EA49,,
RCB|EL|E|EA|EA49|EA49Z,3,10
RCB|EL|E|EB,,
RCB|EL|E|EB|EB01,,
RCB|EL|E|EB|EB01|EB01Z,8,9
RCB|EL|E|EB|EB03,,
RCB|EL|E|EB|EB03|EB03H,3,4
RCB|EL|E|EB|EB03|EB03I,2,2
RCB|EL|E|EB|EB06,,
RCB|EL|E|EB|EB06|EB06Z,1,3
RCB|EL|E|EB|EB07,,
RCB|EL|E|EB|EB07|EB07H,2,2
RCB|EL|E|EB|EB07|EB07I,9,7
RCB|EL|E|EB|EB08,,
RCB|EL|E|EB|EB08|EB08H,1,1
RCB|EL|E|EB|EB08|EB08I,2,1
RCB|EL|E|EB|EB10,,
RCB|EL|E|EB|EB10|EB10Z,4,12
RCB|EL|F,,
RCB|EL|F|FZ,,
RCB|EL|F|FZ|FZ12,,
RCB|EL|F|FZ|FZ12|FZ12D,6,27
RCB|EL|F|FZ|FZ12|FZ12E,7,17
RCB|EL|F|FZ|FZ12|FZ12F,22,44
RCB|EL|F|FZ|FZ13,,
RCB|EL|F|FZ|FZ13|FZ13C,12,10
RCB|EL|F|FZ|FZ13|FZ13D,1,1
RCB|EL|F|FZ|FZ17,,
RCB|EL|F|FZ|FZ17|FZ17A,7,26
RCB|EL|F|FZ|FZ17|FZ17B,15,37
RCB|EL|F|FZ|FZ17|FZ17C,38,71
RCB|EL|F|FZ|FZ18,,
RCB|EL|F|FZ|FZ18|FZ18A,6,11
RCB|EL|F|FZ|FZ18|FZ18B,38,37
RCB|EL|F|FZ|FZ18|FZ18C,94,89
RCB|EL|F|FZ|FZ20,,
RCB|EL|F|FZ|FZ20|FZ20B,3,6
RCB|EL|F|FZ|FZ21,,
RCB|EL|F|FZ|FZ21|FZ21A,6,7
RCB|EL|F|FZ|FZ22,,
RCB|EL|F|FZ|FZ22|FZ22A,33,31
RCB|EL|F|FZ|FZ23,,
RCB|EL|F|FZ|FZ23|FZ23A,5,3
RCB|EL|F|FZ|FZ24,,
RCB|EL|F|FZ|FZ24|FZ24B,3,2
RCB|EL|F|FZ|FZ27,,
RCB|EL|F|FZ|FZ27|FZ27A,1,2
RCB|EL|F|FZ|FZ27|FZ27B,1,2
RCB|EL|F|FZ|FZ27|FZ27C,4,6
RCB|EL|F|FZ|FZ27|FZ27D,1,1
RCB|EL|F|FZ|FZ31,,
RCB|EL|F|FZ|FZ31|FZ31D,3,8
RCB|EL|F|FZ|FZ31|FZ31E,3,7
RCB|EL|F|FZ|FZ33,,
RCB|EL|F|FZ|FZ33|FZ33D,1,2
RCB|EL|F|FZ|FZ36,,
RCB|EL|F|FZ|FZ36|FZ36D,1,4
RCB|EL|F|FZ|FZ36|FZ36E,3,6
RCB|EL|F|FZ|FZ37,,
RCB|EL|F|FZ|FZ37|FZ37I,4,10
RCB|EL|F|FZ|FZ37|FZ37J,1,2
RCB|EL|F|FZ|FZ38,,
RCB|EL|F|FZ|FZ38|FZ38E,4,5
RCB|EL|F|FZ|FZ39,,
RCB|EL|F|FZ|FZ39|FZ39D,1,3
RCB|EL|F|FZ|FZ39|FZ39E,1,2
RCB|EL|F|FZ|FZ41,,
RCB|EL|F|FZ|FZ41|FZ41E,1,2
RCB|EL|F|FZ|FZ41|FZ41F,1,1
RCB|EL|F|FZ|FZ43,,
RCB|EL|F|FZ|FZ43|FZ43A,1,4
RCB|EL|F|FZ|FZ43|FZ43B,2,4
RCB|EL|F|FZ|FZ44,,
RCB|EL|F|FZ|FZ44|FZ44A,1,3
RCB|EL|F|FZ|FZ44|FZ44B,1,2
RCB|EL|F|FZ|FZ44|FZ44C,1,1
RCB|EL|F|FZ|FZ45,,
RCB|EL|F|FZ|FZ45|FZ45A,4,9
RCB|EL|F|FZ|FZ45|FZ45B,16,31
RCB|EL|F|FZ|FZ45|FZ45C,2,1
RCB|EL|F|FZ|FZ46,,
RCB|EL|F|FZ|FZ46|FZ46A,6,13
RCB|EL|F|FZ|FZ46|FZ46B,7,10
RCB|EL|F|FZ|FZ46|FZ46C,3,1
RCB|EL|F|FZ|FZ47,,
RCB|EL|F|FZ|FZ47|FZ47A,3,7
RCB|EL|F|FZ|FZ47|FZ47B,5,9
RCB|EL|F|FZ|FZ47|FZ47C,3,1
RCB|EL|F|FZ|FZ48,,
RCB|EL|F|FZ|FZ48|FZ48A,1,1
RCB|EL|F|FZ|FZ48|FZ48B,1,2
RCB|EL|F|FZ|FZ48|FZ48C,3,1
RCB|EL|F|FZ|FZ49,,
RCB|EL|F|FZ|FZ49|FZ49A,1,4
RCB|EL|F|FZ|FZ49|FZ49B,2,6
RCB|EL|F|FZ|FZ49|FZ49C,2,1
RCB|EL|F|FZ|FZ50,,
RCB|EL|F|FZ|FZ50|FZ50Z,15,6
RCB|EL|F|FZ|FZ51,,
RCB|EL|F|FZ|FZ51|FZ51Z,5,2
RCB|EL|F|FZ|FZ52,,
RCB|EL|F|FZ|FZ52|FZ52Z,6,3
RCB|EL|F|FZ|FZ53,,
RCB|EL|F|FZ|FZ53|FZ53Z,14,7
RCB|EL|F|FZ|FZ54,,
RCB|EL|F|FZ|FZ54|FZ54Z,3,1
RCB|EL|F|FZ|FZ55,,
RCB|EL|F|FZ|FZ55|FZ55Z,5,2
RCB|EL|F|FZ|FZ56,,
RCB|EL|F|FZ|FZ56|FZ56Z,1,1
RCB|EL|F|FZ|FZ60,,
RCB|EL|F|FZ|FZ60|FZ60Z,3,1
RCB|EL|F|FZ|FZ61,,
RCB|EL|F|FZ|FZ61|FZ61Z,6,2
RCB|EL|F|FZ|FZ64,,
RCB|EL|F|FZ|FZ64|FZ64A,3,2
RCB|EL|F|FZ|FZ65,,
RCB|EL|F|FZ|FZ65|FZ65Z,2,1
RCB|EL|F|FZ|FZ66,,
RCB|EL|F|FZ|FZ66|FZ66A,13,85
RCB|EL|F|FZ|FZ66|FZ66B,3,12
RCB|EL|F|FZ|FZ67,,
RCB|EL|F|FZ|FZ67|FZ67A,13,50
RCB|EL|F|FZ|FZ67|FZ67B,8,24
RCB|EL|F|FZ|FZ69,,
RCB|EL|F|FZ|FZ69|FZ69A,2,20
RCB|EL|F|FZ|FZ70,,
RCB|EL|F|FZ|FZ70|FZ70Z,5,2
RCB|EL|F|FZ|FZ71,,
RCB|EL|F|FZ|FZ71|FZ71A,2,10
RCB|EL|F|FZ|FZ71|FZ71B,2,5
RCB|EL|F|FZ|FZ71|FZ71C,4,3
RCB|EL|F|FZ|FZ73,,
RCB|EL|F|FZ|FZ73|FZ73A,11,130
RCB|EL|F|FZ|FZ73|FZ73B,5,35
RCB|EL|F|FZ|FZ74,,
RCB|EL|F|FZ|FZ74|FZ74A,27,231
RCB|EL|F|FZ|FZ74|FZ74B,43,236
RCB|EL|F|FZ|FZ75,,
RCB|EL|F|FZ|FZ75|FZ75A,19,120
RCB|EL|F|FZ|FZ75|FZ75B,29,131
RCB|EL|F|FZ|FZ76,,
RCB|EL|F|FZ|FZ76|FZ76A,4,24
RCB|EL|F|FZ|FZ76|FZ76B,12,51
RCB|EL|F|FZ|FZ77,,
RCB|EL|F|FZ|FZ77|FZ77B,6,16
RCB|EL|F|FZ|FZ79,,
RCB|EL|F|FZ|FZ79|FZ79A,1,10
RCB|EL|F|FZ|FZ80,,
RCB|EL|F|FZ|FZ80|FZ80A,3,39
RCB|EL|F|FZ|FZ80|FZ80B,1,8
RCB|EL|F|FZ|FZ81,,
RCB|EL|F|FZ|FZ81|FZ81B,9,45
RCB|EL|F|FZ|FZ83,,
RCB|EL|F|FZ|FZ83|FZ83B,12,32
RCB|EL|F|FZ|FZ84,,
RCB|EL|F|FZ|FZ84|FZ84Z,14,110
RCB|EL|F|FZ|FZ87,,
RCB|EL|F|FZ|FZ87|FZ87A,4,14
RCB|EL|F|FZ|FZ87|FZ87B,8,26
RCB|EL|F|FZ|FZ87|FZ87C,5,8
RCB|EL|F|FZ|FZ88,,
RCB|EL|F|FZ|FZ88|FZ88A,8,7
RCB|EL|G,,
RCB|EL|G|GA,,
RCB|EL|G|GA|GA04,,
RCB|EL|G|GA|GA04|GA04B,1,7
RCB|EL|G|GA|GA05,,
RCB|EL|G|GA|GA05|GA05A,2,14
RCB|EL|G|GA|GA06,,
RCB|EL|G|GA|GA06|GA06A,4,18
RCB|EL|G|GA|GA06|GA06B,1,3
RCB|EL|G|GA|GA07,,
RCB|EL|G|GA|GA07|GA07A,3,12
RCB|EL|G|GA|GA07|GA07B,3,8
RCB|EL|G|GA|GA10,,
RCB|EL|G|GA|GA10|GA10C,7,18
RCB|EL|G|GA|GA10|GA10D,121,171
RCB|EL|G|GA|GA10|GA10E,5,7
RCB|EL|G|GA|GA10|GA10F,53,121
RCB|EL|G|GA|GA11,,
RCB|EL|G|GA|GA11|GA11Z,1,7
RCB|EL|G|GA|GA13,,
RCB|EL|G|GA|GA13|GA13B,1,2
RCB|EL|G|GB,,
RCB|EL|G|GB|GB01,,
RCB|EL|G|GB|GB01|GB01B,1,3
RCB|EL|G|GB|GB03,,
RCB|EL|G|GB|GB03|GB03A,2,1
RCB|EL|G|GB|GB03|GB03B,3,2
RCB|EL|G|GB|GB04,,
RCB|EL|G|GB|GB04|GB04D,57,29
RCB|EL|G|GB|GB05,,
RCB|EL|G|GB|GB05|GB05D,2,8
RCB|EL|G|GB|GB05|GB05E,1,1
RCB|EL|G|GB|GB06,,
RCB|EL|G|GB|GB06|GB06B,2,6
RCB|EL|G|GB|GB06|GB06C,3,8
RCB|EL|G|GB|GB06|GB06D,34,29
RCB|EL|G|GB|GB08,,
RCB|EL|G|GB|GB08|GB08B,1,5
RCB|EL|G|GB|GB09,,
RCB|EL|G|GB|GB09|GB09A,1,2
RCB|EL|G|GB|GB09|GB09C,2,4
RCB|EL|G|GC,,
RCB|EL|G|GC|GC12,,
RCB|EL|G|GC|GC12|GC12A,4,5
RCB|EL|G|GC|GC15,,
RCB|EL|G|GC|GC15|GC15C,2,11
RCB|EL|G|GC|GC16,,
RCB|EL|G|GC|GC16|GC16C,2,3
RCB|EL|G|GC|GC16|GC16D,3,2
RCB|EL|H,,
RCB|EL|H|HA,,
RCB|EL|H|HA|HA12,,
RCB|EL|H|HA|HA12|HA12C,1,6
RCB|EL|H|HA|HA13,,
RCB|EL|H|HA|HA13|HA13C,1,6
RCB|EL|H|HA|HA14,,
RCB|EL|H|HA|HA14|HA14B,1,2
RCB|EL|H|HA|HA21,,
RCB|EL|H|HA|HA21|HA21C,1,6
RCB|EL|H|HA|HA22,,
RCB|EL|H|HA|HA22|HA22C,11,40
RCB|EL|H|HA|HA23,,
RCB|EL|H|HA|HA23|HA23B,1,4
RCB|EL|H|HA|HA23|HA23C,6,18
RCB|EL|H|HA|HA31,,
RCB|EL|H|HA|HA31|HA31C,5,15
RCB|EL|H|HA|HA32,,
RCB|EL|H|HA|HA32|HA32Z,1,3
RCB|EL|H|HA|HA33,,
RCB|EL|H|HA|HA33|HA33Z,3,17
RCB|EL|H|HA|HA34,,
RCB|EL|H|HA|HA34|HA34Z,2,4
RCB|EL|H|HA|HA56,,
RCB|EL|H|HA|HA56|HA56A,1,1
RCB|EL|H|HA|HA56|HA56B,1,1
RCB|EL|H|HA|HA61,,
RCB|EL|H|HA|HA61|HA61B,4,19
RCB|EL|H|HA|HA61|HA61C,13,44
RCB|EL|H|HA|HA62,,
RCB|EL|H|HA|HA62|HA62Z,2,6
RCB|EL|H|HA|HA63,,
RCB|EL|H|HA|HA63|HA63Z,1,2
RCB|EL|H|HA|HA71,,
RCB|EL|H|HA|HA71|HA71B,2,9
RCB|EL|H|HA|HA71|HA71C,18,55
RCB|EL|H|HA|HA72,,
RCB|EL|H|HA|HA72|HA72Z,1,3
RCB|EL|H|HA|HA81,,
RCB|EL|H|HA|HA81|HA81A,1,2
RCB|EL|H|HA|HA81|HA81C,1,1
RCB|EL|H|HA|HA91,,
RCB|EL|H|HA|HA91|HA91Z,12,1
RCB|EL|H|HA|HA92,,
RCB|EL|H|HA|HA92|HA92Z,3,1
RCB|EL|H|HA|HA94,,
RCB|EL|H|HA|HA94|HA94Z,4,1
RCB|EL|H|HB,,
RCB|EL|H|HB|HB11,,
RCB|EL|H|HB|HB11|HB11A,6,51
RCB|EL|H|HB|HB11|HB11B,1,6
RCB|EL|H|HB|HB11|HB11C,5,31
RCB|EL|H|HB|HB12,,
RCB|EL|H|HB|HB12|HB12A,16,116
RCB|EL|H|HB|HB12|HB12B,32,192
RCB|EL|H|HB|HB12|HB12C,76,399
RCB|EL|H|HB|HB13,,
RCB|EL|H|HB|HB13|HB13Z,1,5
RCB|EL|H|HB|HB14,,
RCB|EL|H|HB|HB14|HB14B,1,3
RCB|EL|H|HB|HB14|HB14C,3,6
RCB|EL|H|HB|HB15,,
RCB|EL|H|HB|HB15|HB15D,1,1
RCB|EL|H|HB|HB15|HB15E,1,1
RCB|EL|H|HB|HB16,,
RCB|EL|H|HB|HB16|HB16B,1,1
RCB|EL|H|HB|HB16|HB16C,1,1
RCB|EL|H|HB|HB19,,
RCB|EL|H|HB|HB19|HB19Z,1,1
RCB|EL|H|HB|HB21,,
RCB|EL|H|HB|HB21|HB21A,11,95
RCB|EL|H|HB|HB21|HB21B,30,195
RCB|EL|H|HB|HB21|HB21C,70,400
RCB|EL|H|HB|HB22,,
RCB|EL|H|HB|HB22|HB22B,4,13
RCB|EL|H|HB|HB22|HB22C,10,24
RCB|EL|H|HB|HB23,,
RCB|EL|H|HB|HB23|HB23B,2,5
RCB|EL|H|HB|HB23|HB23C,13,22
RCB|EL|H|HB|HB24,,
RCB|EL|H|HB|HB24|HB24C,2,2
RCB|EL|H|HB|HB25,,
RCB|EL|H|HB|HB25|HB25F,2,2
RCB|EL|H|HB|HB31,,
RCB|EL|H|HB|HB31|HB31Z,21,106
RCB|EL|H|HB|HB32,,
RCB|EL|H|HB|HB32|HB32A,19,71
RCB|EL|H|HB|HB33,,
RCB|EL|H|HB|HB33|HB33D,5,13
RCB|EL|H|HB|HB33|HB33E,7,12
RCB|EL|H|HB|HB34,,
RCB|EL|H|HB|HB34|HB34D,8,15
RCB|EL|H|HB|HB34|HB34E,6,7
RCB|EL|H|HB|HB35,,
RCB|EL|H|HB|HB35|HB35B,7,8
RCB|EL|H|HB|HB35|HB35C,2,9
RCB|EL|H|HB|HB39,,
RCB|EL|H|HB|HB39|HB39Z,1,1
RCB|EL|H|HB|HB51,,
RCB|EL|H|HB|HB51|HB51Z,2,10
RCB|EL|H|HB|HB54,,
RCB|EL|H|HB|HB54|HB54B,3,4
RCB|EL|H|HB|HB54|HB54C,2,2
RCB|EL|H|HB|HB55,,
RCB|EL|H|HB|HB55|HB55B,1,2
RCB|EL|H|HB|HB55|HB55C,1,1
RCB|EL|H|HB|HB56,,
RCB|EL|H|HB|HB56|HB56C,1,1
RCB|EL|H|HB|HB61,,
RCB|EL|H|HB|HB61|HB61B,4,22
RCB|EL|H|HB|HB61|HB61C,16,82
RCB|EL|H|HB|HB62,,
RCB|EL|H|HB|HB62|HB62B,1,3
RCB|EL|H|HB|HB62|HB62C,5,12
RCB|EL|H|HB|HB63,,
RCB|EL|H|HB|HB63|HB63Z,1,1
RCB|EL|H|HB|HB72,,
RCB|EL|H|HB|HB72|HB72Z,3,7
RCB|EL|H|HB|HB73,,
RCB|EL|H|HB|HB73|HB73Z,2,2
RCB|EL|H|HB|HB99,,
RCB|EL|H|HB|HB99|HB99Z,5,1
RCB|EL|H|HC,,
RCB|EL|H|HC|HC04,,
RCB|EL|H|HC|HC04|HC04C,3,10
RCB|EL|H|HC|HC05,,
RCB|EL|H|HC|HC05|HC05C,1,2
RCB|EL|H|HC|HC27,,
RCB|EL|H|HC|HC27|HC27C,1,1
RCB|EL|H|HC|HC28,,
RCB|EL|H|HC|HC28|HC28C,1,2
RCB|EL|H|HC|HC32,,
RCB|EL|H|HC|HC32|HC32B,3,5
RCB|EL|H|HC|HC32|HC32C,2,1
RCB|EL|H|HD,,
RCB|EL|H|HD|HD21,,
RCB|EL|H|HD|HD21|HD21A,1,1
RCB|EL|H|HD|HD21|HD21B,1,1
RCB|EL|H|HD|HD23,,
RCB|EL|H|HD|HD23|HD23A,3,1
RCB|EL|H|HD|HD23|HD23B,1,1
RCB|EL|H|HD|HD24,,
RCB|EL|H|HD|HD24|HD24A,1,1
RCB|EL|H|HD|HD24|HD24B,4,5
RCB|EL|H|HD|HD24|HD24C,1,1
RCB|EL|H|HD|HD25,,
RCB|EL|H|HD|HD25|HD25B,1,1
RCB|EL|H|HD|HD26,,
RCB|EL|H|HD|HD26|HD26A,2,1
RCB|EL|H|HD|HD26|HD26B,3,8
RCB|EL|H|HD|HD40,,
RCB|EL|H|HD|HD40|HD40B,2,1
RCB|EL|H|HR,,
RCB|EL|H|HR|HR04,,
RCB|EL|H|HR|HR04|HR04B,19,203
RCB|EL|H|HR|HR04|HR04C,20,197
RCB|EL|H|HR|HR05,,
RCB|EL|H|HR|HR05|HR05Z,65,581
RCB|EL|H|HR|HR06,,
RCB|EL|H|HR|HR06|HR06A,2,14
RCB|EL|J,,
RCB|EL|J|JA,,
RCB|EL|J|JA|JA12,,
RCB|EL|J|JA|JA12|JA12A,1,1
RCB|EL|J|JA|JA12|JA12B,2,1
RCB|EL|J|JA|JA12|JA12C,1,1
RCB|EL|J|JA|JA18,,
RCB|EL|J|JA|JA18|JA18A,1,1
RCB|EL|J|JA|JA18|JA18B,1,1
RCB|EL|J|JA|JA20,,
RCB|EL|J|JA|JA20|JA20A,20,48
RCB|EL|J|JA|JA20|JA20B,50,94
RCB|EL|J|JA|JA20|JA20C,73,125
RCB|EL|J|JA|JA21,,
RCB|EL|J|JA|JA21|JA21A,3,9
RCB|EL|J|JA|JA21|JA21B,5,13
RCB|EL|J|JA|JA24,,
RCB|EL|J|JA|JA24|JA24A,2,3
RCB|EL|J|JA|JA24|JA24B,11,12
RCB|EL|J|JA|JA24|JA24C,5,6
RCB|EL|J|JA|JA26,,
RCB|EL|J|JA|JA26|JA26Z,35,92
RCB|EL|J|JA|JA27,,
RCB|EL|J|JA|JA27|JA27Z,28,153
RCB|EL|J|JA|JA30,,
RCB|EL|J|JA|JA30|JA30Z,8,34
RCB|EL|J|JC,,
RCB|EL|J|JC|JC01,,
RCB|EL|J|JC|JC01|JC01B,1,3
RCB|EL|J|JC|JC02,,
RCB|EL|J|JC|JC02|JC02A,1,5
RCB|EL|J|JC|JC02|JC02C,1,3
RCB|EL|J|JC|JC03,,
RCB|EL|J|JC|JC03|JC03A,3,11
RCB|EL|J|JC|JC03|JC03B,8,16
RCB|EL|J|JC|JC03|JC03C,4,5
RCB|EL|J|JC|JC04,,
RCB|EL|J|JC|JC04|JC04A,4,8
RCB|EL|J|JC|JC04|JC04B,10,12
RCB|EL|J|JC|JC04|JC04C,14,12
RCB|EL|J|JC|JC05,,
RCB|EL|J|JC|JC05|JC05A,4,4
RCB|EL|J|JC|JC05|JC05B,5,5
RCB|EL|J|JC|JC05|JC05C,8,8
RCB|EL|J|JC|JC06,,
RCB|EL|J|JC|JC06|JC06B,1,1
RCB|EL|J|JC|JC06|JC06C,1,1
RCB|EL|J|JC|JC07,,
RCB|EL|J|JC|JC07|JC07Z,17,25
RCB|EL|J|JC|JC15,,
RCB|EL|J|JC|JC15|JC15Z,6,3
RCB|EL|J|JC|JC16,,
RCB|EL|J|JC|JC16|JC16Z,10,8
RCB|EL|J|JC|JC17,,
RCB|EL|J|JC|JC17|JC17Z,1,1
RCB|EL|J|JC|JC27,,
RCB|EL|J|JC|JC27|JC27Z,1,1
RCB|EL|J|JD,,
RCB|EL|J|JD|JD01,,
RCB|EL|J|JD|JD01|JD01A,4,1
RCB|EL|J|JD|JD01|JD01C,1,1
RCB|EL|J|JD|JD03,,
RCB|EL|J|JD|JD03|JD03A,7,8
RCB|EL|J|JD|JD03|JD03B,2,2
RCB|EL|J|JD|JD03|JD03C,2,2
RCB|EL|J|JD|JD04,,
RCB|EL|J|JD|JD04|JD04A,1,2
RCB|EL|J|JD|JD04|JD04B,1,1
RCB|EL|J|JD|JD05,,
RCB|EL|J|JD|JD05|JD05C,1,1
RCB|EL|J|JD|JD06,,
RCB|EL|J|JD|JD06|JD06B,1,1
RCB|EL|K,,
RCB|EL|K|KA,,
RCB|EL|K|KA|KA03,,
RCB|EL|K|KA|KA03|KA03A,5,11
RCB|EL|K|KA|KA03|KA03B,4,8
RCB|EL|K|KA|KA04,,
RCB|EL|K|KA|KA04|KA04Z,1,4
RCB|EL|K|KA|KA09,,
RCB|EL|K|KA|KA09|KA09A,8,24
RCB|EL|K|KA|KA09|KA09B,26,63
RCB|EL|K|KC,,
RCB|EL|K|KC|KC05,,
RCB|EL|K|KC|KC05|KC05A,1,2
RCB|EL|K|KC|KC05|KC05B,3,1
RCB|EL|L,,
RCB|EL|L|LA,,
RCB|EL|L|LA|LA04,,
RCB|EL|L|LA|LA04|LA04D,3,4
RCB|EL|L|LA|LA04|LA04E,4,4
RCB|EL|L|LA|LA04|LA04F,3,3
RCB|EL|L|LA|LA05,,
RCB|EL|L|LA|LA05|LA05Z,6,7
RCB|EL|L|LA|LA07,,
RCB|EL|L|LA|LA07|LA07E,1,3
RCB|EL|L|LA|LA07|LA07F,1,4
RCB|EL|L|LA|LA08,,
RCB|EL|L|LA|LA08|LA08B,3,7
RCB|EL|L|LA|LA08|LA08F,4,1
RCB|EL|L|LA|LA09,,
RCB|EL|L|LA|LA09|LA09E,1,4
RCB|EL|L|LA|LA09|LA09F,1,2
RCB|EL|L|LA|LA09|LA09H,1,1
RCB|EL|L|LB,,
RCB|EL|L|LB|LB01,,
RCB|EL|L|LB|LB01|LB01A,2,5
RCB|EL|L|LB|LB01|LB01B,2,4
RCB|EL|L|LB|LB05,,
RCB|EL|L|LB|LB05|LB05A,2,5
RCB|EL|L|LB|LB05|LB05B,5,8
RCB|EL|L|LB|LB05|LB05C,3,4
RCB|EL|L|LB|LB06,,
RCB|EL|L|LB|LB06|LB06D,2,7
RCB|EL|L|LB|LB06|LB06E,7,9
RCB|EL|L|LB|LB06|LB06F,1,1
RCB|EL|L|LB|LB06|LB06G,1,1
RCB|EL|L|LB|LB09,,
RCB|EL|L|LB|LB09|LB09D,89,67
RCB|EL|L|LB|LB10,,
RCB|EL|L|LB|LB10|LB10A,1,5
RCB|EL|L|LB|LB13,,
RCB|EL|L|LB|LB13|LB13A,87,148
RCB|EL|L|LB|LB13|LB13B,61,86
RCB|EL|L|LB|LB14,,
RCB|EL|L|LB|LB14|LB14Z,92,45
RCB|EL|L|LB|LB15,,
RCB|EL|L|LB|LB15|LB15E,15,5
RCB|EL|L|LB|LB16,,
RCB|EL|L|LB|LB16|LB16A,1,2
RCB|EL|L|LB|LB16|LB16B,1,1
RCB|EL|L|LB|LB16|LB16C,2,1
RCB|EL|L|LB|LB18,,
RCB|EL|L|LB|LB18|LB18Z,1,1
RCB|EL|L|LB|LB19,,
RCB|EL|L|LB|LB19|LB19A,1,1
RCB|EL|L|LB|LB19|LB19B,1,1
RCB|EL|L|LB|LB20,,
RCB|EL|L|LB|LB20|LB20A,1,2
RCB|EL|L|LB|LB21,,
RCB|EL|L|LB|LB21|LB21Z,1,4
RCB|EL|L|LB|LB25,,
RCB|EL|L|LB|LB25|LB25A,20,55
RCB|EL|L|LB|LB25|LB25B,50,91
RCB|EL|L|LB|LB25|LB25C,52,86
RCB|EL|L|LB|LB26,,
RCB|EL|L|LB|LB26|LB26Z,18,23
RCB|EL|L|LB|LB27,,
RCB|EL|L|LB|LB27|LB27Z,7,8
RCB|EL|L|LB|LB28,,
RCB|EL|L|LB|LB28|LB28A,3,3
RCB|EL|L|LB|LB28|LB28B,1,1
RCB|EL|L|LB|LB29,,
RCB|EL|L|LB|LB29|LB29A,1,3
RCB|EL|L|LB|LB35,,
RCB|EL|L|LB|LB35|LB35B,2,2
RCB|EL|L|LB|LB38,,
RCB|EL|L|LB|LB38|LB38A,1,2
RCB|EL|L|LB|LB38|LB38B,1,1
RCB|EL|L|LB|LB39,,
RCB|EL|L|LB|LB39|LB39B,1,7
RCB|EL|L|LB|LB40,,
RCB|EL|L|LB|LB40|LB40A,1,1
RCB|EL|L|LB|LB40|LB40B,2,2
RCB|EL|L|LB|LB42,,
RCB|EL|L|LB|LB42|LB42A,5,1
RCB|EL|L|LB|LB51,,
RCB|EL|L|LB|LB51|LB51Z,7,6
RCB|EL|L|LB|LB52,,
RCB|EL|L|LB|LB52|LB52Z,2,3
RCB|EL|L|LB|LB53,,
RCB|EL|L|LB|LB53|LB53A,9,12
RCB|EL|L|LB|LB54,,
RCB|EL|L|LB|LB54|LB54A,6,6
RCB|EL|L|LB|LB54|LB54C,1,1
RCB|EL|L|LB|LB55,,
RCB|EL|L|LB|LB55|LB55A,9,6
RCB|EL|L|LB|LB56,,
RCB|EL|L|LB|LB56|LB56A,4,3
RCB|EL|L|LB|LB57,,
RCB|EL|L|LB|LB57|LB57A,1,3
RCB|EL|L|LB|LB57|LB57B,1,1
RCB|EL|L|LB|LB58,,
RCB|EL|L|LB|LB58|LB58A,1,1
RCB|EL|L|LB|LB59,,
RCB|EL|L|LB|LB59|LB59Z,2,6
RCB|EL|L|LB|LB60,,
RCB|EL|L|LB|LB60|LB60A,4,35
RCB|EL|L|LB|LB60|LB60B,12,55
RCB|EL|L|LB|LB61,,
RCB|EL|L|LB|LB61|LB61A,3,19
RCB|EL|L|LB|LB61|LB61B,18,70
RCB|EL|L|LB|LB62,,
RCB|EL|L|LB|LB62|LB62A,13,59
RCB|EL|L|LB|LB62|LB62B,6,24
RCB|EL|L|LB|LB64,,
RCB|EL|L|LB|LB64|LB64A,1,3
RCB|EL|L|LB|LB64|LB64B,51,101
RCB|EL|L|LB|LB65,,
RCB|EL|L|LB|LB65|LB65A,6,15
RCB|EL|L|LB|LB65|LB65B,76,126
RCB|EL|L|LB|LB68,,
RCB|EL|L|LB|LB68|LB68Z,8,17
RCB|EL|L|LB|LB70,,
RCB|EL|L|LB|LB70|LB70A,5,12
RCB|EL|L|LB|LB70|LB70B,1,2
RCB|EL|L|LB|LB72,,
RCB|EL|L|LB|LB72|LB72A,12,3
RCB|EL|M,,
RCB|EL|M|MA,,
RCB|EL|M|MA|MA01,,
RCB|EL|M|MA|MA01|MA01Z,1,4
RCB|EL|M|MA|MA02,,
RCB|EL|M|MA|MA02|MA02Z,25,82
